73	tree	나무	그 나무는 벼락을 맞았다.;The tree was struck by lightning.
73	series	시리즈	장기 방영된 TV 시리즈.;A long-running TV series.
73	e-book	전자책	전자책은 큰 인기를 끌고 있다.;E-books are becoming very popular.
73	lyrics	가사	이 노래의 가사를 아니?;Do you know the lyrics to this song?
73	yourself, oneself, directly	직접	내가 그녀에게 직접 말할게.;I'll speak to her myself.;네가 직접 해. 난 시간 없어.;Do it yourself—I don’t have time.;나는 그를 직접 상대하고 싶다.;I prefer to deal with him direct.
73	to live healthy	건강하게 살다	할아버지, 오래 사시고, 건강하세요!;Grandpa, live long and be healthy!
73	to bake	굽다	오븐에 빵을 굽다.;Bake bread in an oven.
73	to joke	농담하다	그녀는 항상 농담을 한다.;She’s always cracking jokes.
73	to collect, to gather	모으다	야생화를 꺾어 모으다.;To gather wild flowers.;자선기금을 모으다.;Raise money for charity.
73	to have time	시간이 나다	네, 금요일 점심에 시간이 납니다.;Yes, I am free for lunch on Friday.
74	the day before yesterday	그제	그들은 그제 떠났다.;They left the day before yesterday.
74	the day after tomorrow	모레	우리는 모레 만날 거야.;We’re meeting the day after tomorrow.
74	to be close	친하다	나는 그와 매우 친하다.;I'm really close (friends) with him.
74	most	제일	우리는 제일 친한 친구들이다.;We’re the best of friends.;영어는 내가 제일 잘 하는 과목이다.;English is my best subject.
74	to remove/withdraw	빼다	명단에서 이름을 빼다.;Remove a name from a list.
74	to blossom	피다	나무들에 꽃이 피었다.;The trees are in blossom.
74	north	북쪽	북쪽에서 불어오는 찬 바람.;Cold winds coming from the north.
74	country	국가	국가에 대한 의무를 수행하다.;To do your duty for your country.
74	beach	해수욕장	부산 근처에는 좋은 해수욕장이 있습니까?;Is there a good beach around Busan?
74	volleyball	발리볼	우리는 어제 배구를 했다.;We played volleyball yesterday.
74	road	도로	이 도로는 여기서 끝난다.;The road ends here.
74	color	색	네가 좋아하는 색은 뭐니?;What’s your favourite colour?
74	letter (of a word)	글자	b는 알파벳의 둘째 글자이다.;‘B’ is the second letter of the alphabet.
74	sibling	형제	우리 집 형제들은 늘 다퉈.;My siblings always quarrel.
74	meaning	뜻	이 단어의 뜻이 뭐죠?;What’s the meaning of this word?
74	advertisement	광고	우리는 지역 신문에 광고를 냈다.;We put an ad in the local paper.
75	title, heading	제목	제목은 페이지 바로 맨 위에 있다.;The title is right at the top of the page.
75	writing, text, article	글	그 글은 25호에 실렸다.;The article appeared in issue 25.
75	souvenir	기념품	관광객들이 기념품을 사고 있다.;The tourists are shopping for souvenirs.
75	pronunciation	발음	당신은 발음이 아주 좋아요.;Your pronunciation is excellent.
75	interest, attention	관심	난 운동에 관심 없다.;I’m not interested in sport.;나는 역사에 관심이 많다.;I’m very interested in history.
75	dessert	디저트	디저트는 식후에 가져다 주세요.;Please bring my dessert after the meal.
75	to find/look for	찾다	문제에 대한 답을 찾다.;Find an answer to the problem.
75	to count	세다	1부터 10까지 세다.;To count from 1 to 10.
75	to have great interest in...	-에 관심이 많다	그는 음악에 아주 관심이 많다.;He is really into music.
76	when I was young...	어릴 때	어릴 때 영국에 갔었다.;I went to England when I was a child.;우리는 어릴 때부터 친구다.;We're friends from childhood.
76	(dining) table	식탁	우리는 주방 식탁에서 밥을 먹었다.;We ate at the kitchen table.
76	bookstore	서점	여자가 서점 앞에 있다.;The woman is in front of a book store.;난 그걸 서점에서 샀어요.;I bought it at the bookstore.
76	to be the same	똑같다	두 아이는 키가 똑같다.;The two children are the same height.
76	besides/next to N	N 옆에	네 옆에 앉아도 되겠니?;Can I sit next to you?;우리 집은 학교 옆에 있는 거예요.;Our house is the one next to the school.
76	bored	심심하다	영화 보러 가자. 나 심심해.;Let's go to the movies. I'm bored.
76	hungry	배가 고프다	그 아이들은 항상 배가 고파 보인다.;The children always seem to be hungry.
76	to have a meal	식사하다	우리는 식사할 곳을 찾고 있었다.;We were looking for a place to eat.
76	to make friends	친구를 만들다	당신이 많은 좋은 친구들을 만들 수 있길 희망합니다!;Hope you make many good friends!
76	to run	달리다	그가 문 밖으로 달려 나갔다.;He ran out the door.
76	to take a video	동영상을 찍어	그것은 1080p HD 동영상을 찍을 수 있다.;It records 1080p HD videos.
76	to take a photo	사진을 찍다	우리 사진을 찍어 주시겠습니까?;Would you take a picture of us?
76	to contact	-에게 연락하다	하루 종일 네게 연락하려고 하는 중이야.;I’ve been trying to contact you all day.
76	to make a phone call	전화하다	도착하면 잊지 말고 전화해!;Remember to call me when you arrive!
76	to appreciate sth.	-을/를 감상하다	사람들이 콘서트 홀에서 음악을 감상하고 있다.;People are enjoying music in a concert hall.
77	Of course!	당연하지.	당연하지! 정말 진심으로 말하는 거야.;Totally! I’m saying it from the bottom of my heart!
77	thermometer	체온계	열이 있어서 나는 체온계가 필요하다.;I need a thermometer because of my fever.
77	Bachelor degree	학사	그녀는 영어 학사 학위가 있다.;She’s got a BA in English.
77	Master degree	석사	경영학 석사 공부.;To do an MBA.
77	Ph.D.	박사	박사 과정을 밟고 있는 학생.;A candidate for a PhD.
77	engineer	엔지니어	그녀는 아주 유능한 엔지니어이다.;She is a very capable engineer.
77	grape	포도	포도주는 포도로 만들어진다.;Wine is made from grapes.
77	tomato	토마토	그는 토마토와 오이를 좋아한다.;He likes tomatoes and cucumbers.
77	broccoli	브로콜리	브로콜리 샀어요?;Did you get the broccoli?
77	carrot	당근	당근을 먹을 수 없습니다.;I can't eat carrots.
77	salad	샐러드	남자가 샐러드를 담고 있다.;The man is getting a salad.
77	onion	양파	양파를 버터에 볶아라.;Fry the onions in butter.;양파를 썰어요.;To chop onions.
77	egg	계란	나는 계란 한 꾸러미를 샀다.;I bought a dozen eggs.
77	sugar	설탕	내 커피에 설탕 넣었니?;Did you put sugar in my coffee?
77	salt	소금	소금과 후추로 양념을 하라.;Season with salt and pepper.
77	soy sauce	간장	그 다음에 간장을 넣고.;Then you add the soy sauce.
77	knife	칼	그것을 칼을 가지고 잘라라.;Cut it with a knife.
77	daily life, routine	일상	틀에 박힌 내 일상의 중단.;A break in my daily routine
77	swimming pool	수영장	그 호텔에 수영장이 있었니?;Was there a pool at the hotel?
77	village	시골	그녀의 책은 시골 마을 생활에 대한 것이다.;Her books are about village life.
77	town	마을	그 마을들은 버려져 있었다.;The villages had been deserted.
77	maximum	최대	그것은 세계 최대 컴퓨터 회사이다.;It’s the world’s biggest computer company.;브라질은 세계 최대 커피 생산국이다.;Brazil is the world’s largest producer of coffee.
77	healthy	건강하다	그는 나이에 비해 건강하다.;He's in good shape for his age.
77	be fun	즐겁다	음악을 듣는 것은 즐겁다.;Music is pleasant to listen to.;그녀는 함께 있으면 정말 즐겁다.;She’s really fun to be with.
77	to cough	기침을 하다	때론 감기에 걸기면 기침을 하기도 해요.;Sometimes you also cough when you have a cold.
77	to get sick	병이 생기다	병은 잘 먹지 못해서 생기기도 한다.;Illness may come from a poor diet.
77	to bring sth.	을/를 가져오다	올 때 잊지 말고 책을 가져 와.;Don’t forget to bring your books with you.
77	to take away	가져 가다	그녀는 우유를 좀 가지러 갔다.;She’s gone for some milk.;그들이 배달하는 데 차를 가지고 갔다.;They took the car out for a run.
77	to start sth.	을/를 시작하다	불꽃놀이는 언제 시작해요?;When do the fireworks start?
77	to end sth.	을/를 끝내다	우리는 회의를 빨리 끝내버렸다.;We got the meeting over with quickly.
78	exam	쓰기 시험	쓰기 시험지를 준비했어요.;I prepared for the exam.
78	quite, silent	조용하다	자전거는 싸고, 작고, 조용하다.;Bicycles are cheap, small and silent.
78	loud, noisy	시끄럽다	위층 사람들은 진짜 시끄럽다.;The people that are living above us are very noisy.;이 사무실은 아주 시끄럽다.;It's very noisy in this office.;음악은 시끄러울 수 있다.;Music can be loud.
78	work day	평일	그 센터는 평일 오전 9시부터 오후 6시까지 문을 연다.;The centre is open from 9a.m. to 6p.m. on weekdays.
78	to focus/concentrate on sth.	에 집중하다	모든 시선이 나에게로 집중해 있었다.;All eyes were focused on me.
78	to ask someone	에게 묻다	나나씨는 정우에게 물었어요.;Nana asked Jungwoo.
78	sometimes	때때로	그는 때때로 내게 편지를 보낸다.;He sometimes writes to me.
78	otherwise, or else	그렇지 않으면	그들이 올 리가 없어. 그렇지 않으면 그들이 전화를 했을 거야.;They can't be coming or else they'd have called.
78	finally, lastly	마지막으로	마지막으로 노래를 몇 곡 듣겠습니다.;Finally, let's listen to a few songs.
79	because of this	이거 때문에	내가 이거 때문에 속 썩는 일이 한두 번이 아니에요.;It's not the first time that I'm heart broken because of this.
79	when (I) have time	시간이 나면	시간 나면 가이드 좀 해 주세요.;Please be my guide when you have time.
79	comfortable, convenient	편하다	댁의 집에서는 맘이 편해요.;I feel very comfortable in your home.
80	a center	센터	데이케어 센터.;A day care centre.;시내의 쇼핑센터.;A downtown shopping plaza.
80	content, material	내용	정보를 담은 책의 내용.;The informational content of a book.
80	martial arts	무술	난 무술 영화 좋아해.;I like martial arts movies.
80	(work, study, ...) hard	열심히	넌 더 열심히 해 봐야 해.;You must try harder.;그 애는 수업 시간에 열심히 공부한다.;She works hard in class.
80	club	동호회	나는 인터넷 동호회를 만들었다.;I've made a club on the Internet.;그는 야구 동호회의 회원이다.;He is a member of the baseball club.
80	to join sth. (e.g. a club)	에 가입하다	나는 헬스클럽에 가입한 지 얼마 안 된다.;I just joined a gym.;그는 외바퀴 자전거 클럽에 가입했다.;He joined a unicycling club.
80	sth. is important	이/가 중요하다	당신이 거기 오는 것이 내게는 아주 중요해요.;It’s very important to me that you should be there.;네 생각도 역시 중요해.;Your feelings are important too.
81	employee, staff	직원	그녀는 일을 잘하는 직원이다.;She is a good employee.;우리는 직원 채용에 애를 먹고 있다.;We are struggling to recruit staff.
81	building	건물	이 건물은 정부 재산이다.;This building is government property.
81	dialect	사투리	모두가 내 사투리를 놀린다.;Everyone makes fun of my dialect.
81	tax, dues	회비	회비는 일 년에 2만 원이다.;Membership fee is 20 thousand won per year.
81	comment	댓글	나는 댓글을 달 수 없어.;I am unable to post comments.
81	training	훈련	그는 올림픽 팀을 훈련시킨다.;He trains the Olympic team.
81	experience	경험	우리는 모두 경험을 통해 배운다.;We all learn by experience.
81	almost, nearly	거의	그 병은 거의 비어 있다.;The bottle’s nearly empty.
81	close, near	가깝다	그의 집은 아주 가깝다.;His house is very near.;내 생일은 크리스마스와 아주 가깝다.;My birthday is very near Christmas.
81	afoot	걸어서	나는 걸어서 학교에 가다.;I go to school on foot.
81	to quit, stop, discontinue	그만두다	그만두고 싶으면 당장 그만둬.;If you want to quit, quit right now.
81	to participate	참여하다	이 토론에 참여 해주셔서 감사합니다.;Thank you for joining this talk.
81	to improve	개선하다	그녀의 컴퓨터 성능을 개선하기.;Improve her computer’s performance.
82	conference	컨퍼런스	그건 3층 컨퍼런스 룸에서 있어요.;It's in the third floor conference room.
82	to hold a conference	컨퍼런스 하다	그는 비즈니스 컨퍼런스에 참석하고 있었어요.;He was attending a business conference.
82	boss, superior	상사	그녀는 (직장) 상사와 달아났다.;She ran away with her boss.
82	cloud	구름	해가 구름 뒤로 들어갔다.;The sun went behind a cloud.
82	to be interested in	에 관심이 많다	나 이것에 관심이 많아.;I am so interested in this.;나는 너에 대해 관심이 많다.;I'm very interested in you.
82	to understand	이해하다	제 입장도 이해해 주세요.;Try to understand my side of things, please.;제 선생님은 절 이해해 주세요.;My teacher understands me.
82	thing	물건	내 물건들이 다 어디 갔지?;Where's all my stuff?
82	a long ago	옛날	우리는 옛날부터 그를 알았다.;We know him of old.;내가 옛날엔 너의 아빠를 알았지.;I used to know your pa.
82	oven	오븐	그후에 그것을 오븐에 넣으세요.;Afterwards, put it in the oven.;파이는 오븐 속에 들어 있다.;The pie is in the oven.
82	housewarming party	집들이 파티	그 남자는 집들이 파티를 토요일에 할 것이다.;The man's housewarming party will be held on Saturday.
82	be full (belly)	배가 부르다	너무 배 불러요.;I'm so full.;배가 부르면 적게 먹는다.;When you feel full, you eat less.
82	head office, headquarter	본사	그 회사의 본사는 런던에 있다.;The firm's headquarters are in London.;그 회사는 서울에 본사가 있다.;The company is headquartered in Seoul.
82	to improve	을/를 개선하다	지역의 공공 서비스를 개선하다.;To improve public services in the area.;그녀의 컴퓨터 성능을 개선하기.;Improve her computer's performance.
83	conversely, vice versa	반대로(도)	나는 그 이야기를 그 반대로 들었다;I heard the story the other way around.
83	opinion	의견	그래, 당신 의견은 어떤가요?;Well, what’s your verdict?;당신의 솔직한 의견을 말해 봐요.;Give me your honest opinion.
83	floor, bottom	바닥	바닥 위로 물이 철벅 떨어졌다.;Water splashed onto the floor.
83	theater	연극	나는 연극 분야에서 일하고 싶다.;I want to work in theatre.
83	to go backpacking	배낭여행을 가다	바다로 가족 여행을 갔어.;My family went to the sea.
84	thought, idea	생각	내 생각은 그녀의 생각과 달랐다.;My ideas differed from hers.
84	to be similar	비슷하다	그는 자기 아버지와 아주 비슷하다.;He’s very like his father.
84	best	최고다	재즈는 내가 들어 본 음악 중 최고다.;Jazz is the best music I ever heard.
84	beauty salon	미용실	나는 Andre 미용실에서 머리를 깎았다.;I get my hair cut at Andre's Hair Salon.
84	hair dresser	미용사	내 남동생은 동네 미용실에서 미용사로 일한다.;My brother works as a hairdresser in a local salon.
84	art gallery	미술관	그 미술관에는 입장료가 없다.;There is no entrance fee to the gallery.
84	amusement park	놀이공원	놀이공원에는 많은 놀이기구들이 있다.;There are many rides at amusement parks.
84	fireworks	불꽃놀이	불꽃놀이는 언제 시작해요?;When do the fireworks start?
84	concert	콘서트	그 콘서트에는 사람이 얼마나 왔나요?;How many people were there at the concert?
84	exhibition	전시회	그 전시회는 일년에 한 번 개최된다.;The exhibition is held annually.
84	ballet	발레 공연	발레공연은 몇 시에 시작합니까?;What time does the ballet start?
84	the Great Wall (of China)	만리장성	하지만 만리장성은 그저 하나의 벽(방벽)이 아니다.;But the Great Wall of China is not just one wall.
84	Mongolia	몽골	그 몽골 여자는 사슴가죽 옷을 만들었다.;The Mongolian woman made deerskin clothes.
84	sound, noise, voice	소리	개 짖는 소리가 들렸다.;I could hear a dog barking.
84	fish	생선	나는 생선은 좋아하지 않는다.;I don’t like fish.;난 생선을 먹을 건데. 넌?;I’m having fish. What about you?
84	elephant	코끼리	그 아이들은 동물원에서 코끼리를 탔다.;The kids had a ride on an elephant at the zoo.
84	scuba diving	스쿠버 다이빙	소녀가 스쿠버 다이빙을 하고 있다.;The girl is scuba-diving.
84	to fish	낚시하다	오늘은 낚시하러 가고 싶다.;I want to go fishing today.
84	to cut hair	머리를 자르다	응, 머리를 자르고 있어.;Yeah, I'm getting my hair cut.
84	several/few days	며칠 동안	그들은 며칠 동안 어디 갔어요.;They’ve gone away for a few days.
86	How to say this in Korean?	이거 한국어로 어떻게 말해요?	-;-
86	cool	멋있다	네가 입고 있는 그 옷 참 멋있다.;The clothes you're wearing are so cool.
86	last week	저번 주	바로 저번 주에 그 친구를 위해서 송별회를 열었어.;We gave a farewell party for him just last week.
86	far, distant	멀다	우리 집은 여기서 멀다.;My house is far from here.
86	language exchange	언어를 교환	한국 언어 교환 친구를 만났어요.;I met my Korean language exchange partner.
86	landscape, scenery	풍경	기분 좋은 시골 풍경.;Pleasant rural scenery.
86	(software) developer	개발자	싸이는 소프트웨어 개발자로서의 자격이 없었다.;Psy was not qualified to be a software developer.
87	half-half	반반	이걸 반반씩 나누자.;Let's split this fifty-fifty.
87	nose	코	네 코에서 콧물 흘러.;Your nose is running.
87	dangerous, risky	위험하다	흡연은 너의 건강에 위험해.;Smoking is hazardous to your health.;모기는 정말 위험해요!;Mosquitoes are very dangerous!;여기서 수영하는 건 위험하다.;Swimming here is unsafe.
87	relatives	친척	대구에서 친척들이랑 떡국 먹는 중!;Enjoying tteokguk with my relatives in Daegu!
87	to review, revise	복습하다	배운 것을 복습해 보자.;Let's review what you learned.
87	to study in advance	예습하다	예습하는 것도 좋은 생각이고.;It's also a good idea to study in advance.
87	I think, according to my opinion	제 생각에는	제 생각에는 기차로 가야 할 것 같습니다.;I think we should take the train.
87	ugly	못생기다	그 애가 나한테 진짜 못생겼대!;He said he was really ugly to me!
87	handsome	잘생겼다	그는 키가 크고 잘 생겼어요.;He is tall and handsome.
87	famous	유명하다	옥토버페스트가 독일에 아주 유명한 축제예요.;Oktoberfest is a very famous festival in Germany.
87	to open, to be held, to take place	열리다	올해 회의는 시애틀에서 열려요.;This year's conference will be held in Seattle.
88	to teach	가르치다	콜린 커뮤니티 대학에서 영어를 가르쳐요.;I teach English at Collin Community College.
88	busy	바쁘다	왜 그렇게 항상 바빠요?;Why are you always so busy?;오늘 저녁 늦게까지 바빠요.;I'm busy till late in the evening.
88	telephone number	휴대폰 번호	휴대폰 번호가 어떻게 되세요?;What’s your mobile number?
88	again	다시	기차가 또 다시 연착했다.;Once again the train was late.
88	text message	문자	수업 후에 왓츠앱으로 문자를 주세요.;Text me on WhatsApp after class.
88	to close	이/가 닫다	뮌스터에서 Rewe가 오후 12시에 닫아요.;Rewe closes at 12pm in Münster.
88	to open	이/가 열다	일본 식당이 오늘 안 열어요.;The Japanese restaurant is not open today.
88	stupid	어리석다	디카프리오:로즈!당신은 참 어리석어요.로즈.;DICAPRIO: Rose! You're so stupid, Rose.
88	heart, mind	마음	친구에게 마음을 줬어요.;I gave my heart to a friend.
88	professor	교수님	그 교수님은 학점을 잘 주신다.;The professor grades generally.
88	to welcome	환영하다	따뜻하게 환영해 주셔서 고맙습니다.;Thank you for your warm welcome.
88	physics	물리학	그녀는 물리학 성적으로 C를 받았다.;She got a C in Physics.
88	language exchange	언어 교환	나는 언어 교환을 할 친구가 필요하다.;I need a friend to exchange languages.
89	the week after next	다다음 주	다다음주에 만나자.;Let's meet the week after next.
89	the day after tomorrow	내일 모레	내일 모레란 말이죠?;You mean the day after tomorrow?
89	salty	짜요	하지만 바닷물은 항상 짜요.;But the water in the sea is always salty.
89	impressive	인상적이다	그 공연은 아주 인상적이었다.;That performance was pretty impressive.;뮌스터의 첫인상은 베를린보다 좋았어요?;Was your first impression of Münster better than Berlin?
89	first impression	첫인상	첫 인상이 제일 중요합니다.;The first impression is most important.
90	improve, get better	나아지다	버스로 가는 게 나을 것이다.;You'd be better going by bus.;김의 독일어가 빨리빨리 나아져요.;Kim's German is improving quickly.
90	to talk about	에 대해서 얘기하다	나는 너에 대해서 얘기하고 싶어.; I want to talk about you.
90	be popular	인기가 있다	그는 학생들에게 인기가 있어요.;He is popular with the students.
90	direction, way	방향	어느 방향으로 바람이 불고 있나요?;Which way is the wind blowing?
90	mouse (pc)	컴퓨터마우스	남자는 컴퓨터 마우스를 사용하고 있다.;The guy is using a computer mouse.
90	keyboard (pc)	키보드	그 키보드는 106키 키보드이다.;The keyboard has one hundred six keys.
90	already	이미	그는 이미 집에 갔지, 그렇지?;He's gone home, hasn't he?;그녀는 그 날 이미 그를 보았었다.;She had already seen him that day.
90	oneself	스스로	그 스스로 그것을 했다.;He did it himself.
90	at first, in the beginning	처음에	처음에 나는 그를 싫어했다.;At first I disliked him.
90	to change ones mind	마음을 바꾸다	넌 너무 쉽게 마음을 바꿔.;You change your mind too often.
91	classic	고전	독일의 고전 책에는 괴테, 실러 책이 있어요.;German classics include Goethe and Schiller.
91	to be different	N은/는 N(이)랑 다르다	한국어는 중국어랑 달라요.;Korean is different from Chinese.
91	appointment, promise	약속	내일 약속이 11시 지요?;The appointment is tomorrow at 11 o'clock?
91	never	절대	절대 한강에서 수영하명 안 돼요.;You must never swim in the Han river.
91	basket	바구니	바구니 안에 배 2 개가 있어요.;There are 2 pears in the basket.
91	album	음반	아이유 새로운 음반이 어때요?;How do you like IU's new album?
92	electric blanket	전기 장판	응, 나도 벌써부터 전기장판 깔고 잤어.;Yes, I have already slept on the electric blanket.
92	to graduate	졸업하다	저는 박사를 아직 안 졸업했어요.;I haven't graduated from my PhD yet.;그는 평점 3 .8을 받고 졸업했다.;He graduated with a GPA of 3.8.
92	nickname	별명	에어버스 A380의 별명은 고래 제트기이다.;The nickname of the Airbus A380 is the Whale Jet.
92	to be (not) interested in	는 것을 관심이 있다/없다	떡볶이 과자를 먹는 것을 관심이 있어요.;I'm interested in eating Tteokbokki snacks.;일 하는 것을 관심이 없어요.;I'm not interested in working.
92	to take off	벗다	너 집에서 신발을 안 벗어도 돼요?;Can you take off your shoes at home?
92	fireplace	벽난로	벽난로에서 장작이 타고 있다.;Wood is burning in the fireplace.
93	deadline	마감일	내일이 작문 숙제 마감일이다.;Tomorrow is the deadline for the writing homework.
93	sweet	달다	이 포도주가 내 입에는 너무 달다.;This wine is too sweet for my taste.
93	silent, quite	고요하다	바다가 호수처럼 고요하다.;The sea is as calm as a lake.
93	to borrow, to lend, to rent	빌리다	사전이 없는데 좀 빌려 주세요.;I don't have a dictionary. Please lend me one.
93	to do nothing	아무것도 안하다	지금 나도 아무것도 안해.;I'm not doing anything at the moment either.
94	uncle	삼촌	난 우리 삼촌을 뵈러 갈 거야.;I’m going to visit my uncle.
94	she	그녀	그녀는 착해. 난 그녀가 좋아.;She’s nice. I like her.
94	red light, green light	무궁화 꽃이 피었습니다	-;-
94	annoying	짜증나	그 사람때문에 정말 짜증나.;I'm really annoyed by this person.
94	all, everything	다	너 야채 다 먹어.;Eat up all your vegetables.;다행이에요.;What a relief
94	to congratulate, to celebrate	축하하다	시험 결과 축하해!;Congratulations on your test results!
94	vacation	바캉스	휴가라는 의미의 '바캉스'.;'Vacance' means vacation.
94	seat, space	자리	이 자리에 사람 없나요?;Is this seat free?
94	to bring	가져가다	우산을 가져가요. 오후에 비가 내린대요.;Take an umbrella. It's raining in the afternoon.
94	place	곳	우리 이 곳에서 나가자!;Let's get out of this place!;이 곳은 내 자리이다.;This is my place.
94	Yeouido (large island in Seoul where the parliament is located.)	여의도	우리는 여의도부터 신촌까지 걸어갔다.;We walked from Yeouido to Shinchon.
